Cultivo,Campania,Provincia,Departamento,Rendimiento
TRIGO,1980/81,BUENOS AIRES,PEHUAJO,1600
TRIGO,1981/82,BUENOS AIRES,PEHUAJO,2040
TRIGO,1982/83,BUENOS AIRES,PEHUAJO,2125
TRIGO,1983/84,BUENOS AIRES,PEHUAJO,2100
TRIGO,1984/85,BUENOS AIRES,PEHUAJO,2399
TRIGO,1985/86,BUENOS AIRES,PEHUAJO,1600
TRIGO,1986/87,BUENOS AIRES,PEHUAJO,1899
TRIGO,1987/88,BUENOS AIRES,PEHUAJO,1265
TRIGO,1988/89,BUENOS AIRES,PEHUAJO,2428
TRIGO,1989/90,BUENOS AIRES,PEHUAJO,2300
TRIGO,1990/91,BUENOS AIRES,PEHUAJO,2311
TRIGO,1991/92,BUENOS AIRES,PEHUAJO,2400
TRIGO,1992/93,BUENOS AIRES,PEHUAJO,2599
TRIGO,1993/94,BUENOS AIRES,PEHUAJO,2800
TRIGO,1994/95,BUENOS AIRES,PEHUAJO,2800
TRIGO,1995/96,BUENOS AIRES,PEHUAJO,2349
TRIGO,1996/97,BUENOS AIRES,PEHUAJO,2451
TRIGO,1997/98,BUENOS AIRES,PEHUAJO,2900
TRIGO,1998/99,BUENOS AIRES,PEHUAJO,2625
TRIGO,1999/00,BUENOS AIRES,PEHUAJO,2769
TRIGO,2000/01,BUENOS AIRES,PEHUAJO,2904
TRIGO,2001/02,BUENOS AIRES,PEHUAJO,2500
TRIGO,2002/03,BUENOS AIRES,PEHUAJO,2400
TRIGO,2003/04,BUENOS AIRES,PEHUAJO,3300
TRIGO,2004/05,BUENOS AIRES,PEHUAJO,3300
TRIGO,2005/06,BUENOS AIRES,PEHUAJO,3800
TRIGO,2006/07,BUENOS AIRES,PEHUAJO,3800
TRIGO,2007/08,BUENOS AIRES,PEHUAJO,3900
TRIGO,2008/09,BUENOS AIRES,PEHUAJO,2504
TRIGO,2009/10,BUENOS AIRES,PEHUAJO,3412
TRIGO,2010/11,BUENOS AIRES,PEHUAJO,4026
TRIGO,2011/12,BUENOS AIRES,PEHUAJO,3211
TRIGO,2012/13,BUENOS AIRES,PEHUAJO,2041
TRIGO,2013/14,BUENOS AIRES,PEHUAJO,3308
TRIGO,2014/15,BUENOS AIRES,PEHUAJO,3500
TRIGO,2015/16,BUENOS AIRES,PEHUAJO,3300
TRIGO,2016/17,BUENOS AIRES,PEHUAJO,5000
TRIGO,1969/70,BUENOS AIRES,TANDIL,1900
TRIGO,1970/71,BUENOS AIRES,TANDIL,2000
TRIGO,1971/72,BUENOS AIRES,TANDIL,1400
TRIGO,1972/73,BUENOS AIRES,TANDIL,2219
TRIGO,1973/74,BUENOS AIRES,TANDIL,2000
TRIGO,1974/75,BUENOS AIRES,TANDIL,2000
TRIGO,1975/76,BUENOS AIRES,TANDIL,1854
TRIGO,1976/77,BUENOS AIRES,TANDIL,1800
TRIGO,1977/78,BUENOS AIRES,TANDIL,1877
TRIGO,1978/79,BUENOS AIRES,TANDIL,2400
TRIGO,1979/80,BUENOS AIRES,TANDIL,1100
TRIGO,1980/81,BUENOS AIRES,TANDIL,2185
TRIGO,1981/82,BUENOS AIRES,TANDIL,1600
TRIGO,1982/83,BUENOS AIRES,TANDIL,3000
TRIGO,1983/84,BUENOS AIRES,TANDIL,3208
TRIGO,1984/85,BUENOS AIRES,TANDIL,3000
TRIGO,1985/86,BUENOS AIRES,TANDIL,1990
TRIGO,1986/87,BUENOS AIRES,TANDIL,2639
TRIGO,1987/88,BUENOS AIRES,TANDIL,2035
TRIGO,1988/89,BUENOS AIRES,TANDIL,3500
TRIGO,1989/90,BUENOS AIRES,TANDIL,2500
TRIGO,1990/91,BUENOS AIRES,TANDIL,2399
TRIGO,1991/92,BUENOS AIRES,TANDIL,2400
TRIGO,1992/93,BUENOS AIRES,TANDIL,2600
TRIGO,1993/94,BUENOS AIRES,TANDIL,2600
TRIGO,1994/95,BUENOS AIRES,TANDIL,2901
TRIGO,1995/96,BUENOS AIRES,TANDIL,2800
TRIGO,1996/97,BUENOS AIRES,TANDIL,3300
TRIGO,1997/98,BUENOS AIRES,TANDIL,3600
TRIGO,1998/99,BUENOS AIRES,TANDIL,2802
TRIGO,1999/00,BUENOS AIRES,TANDIL,3210
TRIGO,2000/01,BUENOS AIRES,TANDIL,3548
TRIGO,2001/02,BUENOS AIRES,TANDIL,2966
TRIGO,2002/03,BUENOS AIRES,TANDIL,2300
TRIGO,2003/04,BUENOS AIRES,TANDIL,4200
TRIGO,2004/05,BUENOS AIRES,TANDIL,3900
TRIGO,2005/06,BUENOS AIRES,TANDIL,4300
TRIGO,2006/07,BUENOS AIRES,TANDIL,4500
TRIGO,2007/08,BUENOS AIRES,TANDIL,2500
TRIGO,2008/09,BUENOS AIRES,TANDIL,3600
TRIGO,2009/10,BUENOS AIRES,TANDIL,4804
TRIGO,2010/11,BUENOS AIRES,TANDIL,5266
TRIGO,2011/12,BUENOS AIRES,TANDIL,5499
TRIGO,2012/13,BUENOS AIRES,TANDIL,4576
TRIGO,2013/14,BUENOS AIRES,TANDIL,5204
TRIGO,2014/15,BUENOS AIRES,TANDIL,3794
TRIGO,2015/16,BUENOS AIRES,TANDIL,4395
TRIGO,2016/17,BUENOS AIRES,TANDIL,3800
